Year,OrgSize,Industry,Experience,Title,Country,Salary
2016,500-999 employees,Gaming,8.0,Graphics programmer,Canada,105000.0
2016,20-99 employees,Gaming,8.0,Graphics programmer,Canada,75000.0
2016,100-499 employees,Healthcare,3.5,Full-stack web developer,Canada,45000.0
2016,100-499 employees,Gaming,3.5,Student,Canada,45000.0
2016,100-499 employees,Other (please specify),13.0,Engineering manager,Canada,105000.0
2016,,,13.0,Student,Canada,45000.0
2016,100-499 employees,Software Products,3.5,Back-end web developer,Canada,85000.0
2016,,,3.5,Student,Canada,5000.0
2016,10-19 employees,Other (please specify),3.5,DevOps,Canada,75000.0
2016,,,3.5,Student,Canada,45000.0
2016,1-4 employees,Consumer Products,3.5,Desktop developer,Canada,55000.0
2016,I am not part of a company,Other (please specify),8.0,other,Canada,45000.0
2016,"1,000-4,999 employees",Retail,8.0,DevOps,Canada,65000.0
2016,,,13.0,Engineering manager,Canada,65000.0
2016,500-999 employees,Consumer Products,13.0,Full-stack web developer,Canada,95000.0
2016,1-4 employees,Software Products,8.0,Full-stack web developer,Canada,35000.0
2016,100-499 employees,Internet,3.5,Full-stack web developer,Canada,65000.0
2016,20-99 employees,Consulting,8.0,Full-stack web developer,Canada,75000.0
2016,20-99 employees,Software Products,8.0,Desktop developer,Canada,85000.0
2016,"10,000+ employees",Telecommunications,3.5,Front-end web developer,Canada,55000.0
2016,100-499 employees,Finance / Banking,13.0,Back-end web developer,Canada,105000.0
2016,100-499 employees,Consumer Products,3.5,Desktop developer,Canada,55000.0
2016,"1,000-4,999 employees",Finance / Banking,13.0,Full-stack web developer,Canada,105000.0
2016,20-99 employees,Web Services,13.0,Back-end web developer,Canada,35000.0
2016,"1,000-4,999 employees",Internet,13.0,Back-end web developer,Canada,75000.0
2016,I am not sure,Aerospace,3.5,Desktop developer,Canada,45000.0
2016,,,3.5,Student,Canada,5000.0
2016,"10,000+ employees",Software Products,3.5,Full-stack web developer,Canada,25000.0
2016,1-4 employees,Web Services,13.0,Full-stack web developer,Canada,5000.0
2016,20-99 employees,Other (please specify),1.5,Mobile developer - iOS,Canada,75000.0
2016,20-99 employees,Healthcare,3.5,Full-stack web developer,Canada,25000.0
2016,20-99 employees,Other (please specify),3.5,Desktop developer,Canada,45000.0
2016,20-99 employees,Consulting,8.0,Back-end web developer,Canada,55000.0
2016,20-99 employees,Finance / Banking,3.5,Full-stack web developer,Canada,75000.0
2016,100-499 employees,Web Services,3.5,Full-stack web developer,Canada,45000.0
2016,20-99 employees,Telecommunications,3.5,Full-stack web developer,Canada,45000.0
2016,20-99 employees,Other (please specify),8.0,Analyst,Canada,75000.0
2016,100-499 employees,Consulting,8.0,Full-stack web developer,Canada,55000.0
2016,,,0.5,Student,Canada,5000.0
2016,"10,000+ employees",Government,13.0,Desktop developer,Canada,55000.0
2016,100-499 employees,Web Services,3.5,Back-end web developer,Canada,35000.0
2016,100-499 employees,Finance / Banking,8.0,Enterprise level services developer,Canada,85000.0
2016,10-19 employees,Finance / Banking,3.5,Desktop developer,Canada,65000.0
2016,,,8.0,Student,Canada,5000.0
2016,20-99 employees,Media / Advertising,13.0,Product manager,Canada,95000.0
2016,"10,000+ employees",Software Products,3.5,Desktop developer,Canada,45000.0
2016,100-499 employees,Software Products,1.5,Desktop developer,Canada,65000.0
2016,100-499 employees,Web Services,13.0,System administrator,Canada,65000.0
2016,5-9 employees,Software Products,8.0,Desktop developer,Canada,45000.0
2016,10-19 employees,Software Products,1.5,Desktop developer,Canada,35000.0
2016,10-19 employees,Media / Advertising,1.5,Analyst,Canada,25000.0
2016,,,1.5,Student,Canada,5000.0
2016,,,13.0,Full-stack web developer,Canada,105000.0
2016,20-99 employees,Software Products,13.0,Desktop developer,Canada,55000.0
2016,,,0.5,Student,Canada,5000.0
2016,,,3.5,Student,Canada,55000.0
2016,"5,000-9,999 employees",Internet,13.0,other,Canada,105000.0
2016,,,1.5,Business intelligence or data warehousing expert,Canada,35000.0
2016,"1,000-4,999 employees",I'm a student,3.5,Student,Canada,85000.0
2016,10-19 employees,Web Services,1.5,Front-end web developer,Canada,25000.0
2016,"10,000+ employees",Web Services,3.5,Full-stack web developer,Canada,75000.0
2016,5-9 employees,Retail,8.0,Full-stack web developer,Canada,35000.0
2016,"10,000+ employees",Other (please specify),,Embedded application developer,Canada,105000.0
2016,10-19 employees,Consulting,1.5,Designer,Canada,45000.0
2016,10-19 employees,I'm a student,3.5,Full-stack web developer,Canada,5000.0
2016,5-9 employees,Healthcare,3.5,Student,Canada,65000.0
2016,,,8.0,Desktop developer,Canada,75000.0
2016,500-999 employees,Education,8.0,DevOps,Canada,55000.0
2016,20-99 employees,Software Products,1.5,Full-stack web developer,Canada,55000.0
2016,,,0.5,Student,Canada,25000.0
2016,1-4 employees,Consulting,13.0,Mobile developer - iOS,Canada,105000.0
2016,"1,000-4,999 employees",Finance / Banking,3.5,Full-stack web developer,Canada,55000.0
2016,,,1.5,Front-end web developer,Canada,45000.0
2016,1-4 employees,Consumer Products,8.0,Mobile developer - Android,Canada,85000.0
2016,"5,000-9,999 employees",Manufacturing,3.5,Desktop developer,Canada,55000.0
2016,10-19 employees,Other (please specify),8.0,other,Canada,35000.0
2016,500-999 employees,Consulting,13.0,Enterprise level services developer,Canada,115000.0
2016,,,0.5,Student,Canada,15000.0
2016,20-99 employees,Defense,3.5,Desktop developer,Canada,55000.0
2016,20-99 employees,Telecommunications,3.5,Full-stack web developer,Canada,65000.0
2016,,,3.5,Student,Canada,15000.0
2016,"1,000-4,999 employees",Aerospace,8.0,Developer with a statistics or mathematics background,Canada,55000.0
2016,"1,000-4,999 employees",Consumer Products,1.5,Student,Canada,45000.0
2016,20-99 employees,Gaming,13.0,Full-stack web developer,Canada,125000.0
2016,"1,000-4,999 employees",Government,8.0,Back-end web developer,Canada,75000.0
2016,"10,000+ employees",Government,3.5,Developer with a statistics or mathematics background,Canada,55000.0
2016,"10,000+ employees",Government,8.0,Enterprise level services developer,Canada,65000.0
2016,,,3.5,Student,Canada,35000.0
2016,1-4 employees,Healthcare,13.0,Full-stack web developer,Canada,75000.0
2016,"10,000+ employees",Software Products,13.0,other,Canada,75000.0
2016,5-9 employees,Software Products,3.5,Front-end web developer,Canada,35000.0
2016,100-499 employees,Automotive,3.5,Full-stack web developer,Canada,65000.0
2016,5-9 employees,Software Products,3.5,Full-stack web developer,Canada,35000.0
2016,"5,000-9,999 employees",Other (please specify),8.0,Full-stack web developer,Canada,65000.0
2016,100-499 employees,Education,0.5,Developer with a statistics or mathematics background,Canada,55000.0
2016,"1,000-4,999 employees",Internet,13.0,Full-stack web developer,Canada,85000.0
2016,10-19 employees,Web Services,8.0,Back-end web developer,Canada,65000.0
2016,20-99 employees,Other (please specify),8.0,other,Canada,55000.0
2016,"5,000-9,999 employees",Education,3.5,DevOps,Canada,35000.0
2016,100-499 employees,Education,8.0,Full-stack web developer,Canada,75000.0
2016,"10,000+ employees",Internet,13.0,other,Canada,135000.0
2016,,,0.5,Student,Canada,5000.0
2016,,,8.0,Student,Canada,5000.0
2016,"1,000-4,999 employees",Healthcare,3.5,Full-stack web developer,Canada,65000.0
2016,20-99 employees,Web Services,8.0,Full-stack web developer,Canada,55000.0
2016,100-499 employees,Telecommunications,3.5,DevOps,Canada,65000.0
2016,20-99 employees,Software Products,13.0,Graphics programmer,Canada,85000.0
2016,"10,000+ employees",Finance / Banking,8.0,Engineering manager,Canada,175000.0
2016,500-999 employees,Software Products,8.0,Full-stack web developer,Canada,55000.0
2016,"10,000+ employees",Finance / Banking,3.5,Engineering manager,Canada,75000.0
2016,20-99 employees,Software Products,8.0,Desktop developer,Canada,45000.0
2016,"5,000-9,999 employees",Gaming,13.0,other,Canada,95000.0
2016,100-499 employees,Web Services,3.5,Front-end web developer,Canada,35000.0
2016,,,13.0,Desktop developer,Canada,105000.0
2016,,,3.5,Student,Canada,15000.0
2016,500-999 employees,Software Products,8.0,DevOps,Canada,65000.0
2016,1-4 employees,Consulting,3.5,Student,Canada,15000.0
2016,,,0.5,Student,Canada,15000.0
2016,"10,000+ employees",Consumer Products,3.5,Full-stack web developer,Canada,65000.0
2016,,,3.5,Student,Canada,5000.0
2016,20-99 employees,Gaming,3.5,other,Canada,55000.0
2016,"10,000+ employees",Telecommunications,3.5,other,Canada,75000.0
2016,500-999 employees,Software Products,3.5,Enterprise level services developer,Canada,65000.0
2016,"10,000+ employees",Consulting,13.0,Analyst,Canada,75000.0
2016,100-499 employees,Consulting,8.0,Engineering manager,Canada,135000.0
2016,500-999 employees,Education,8.0,DevOps,Canada,75000.0
2016,100-499 employees,Retail,13.0,Full-stack web developer,Canada,75000.0
2016,"10,000+ employees",Web Services,13.0,Back-end web developer,Canada,65000.0
2016,100-499 employees,Education,8.0,Full-stack web developer,Canada,65000.0
2016,20-99 employees,Telecommunications,13.0,Full-stack web developer,Canada,105000.0
2016,"10,000+ employees",Software Products,3.5,other,Canada,75000.0
2016,20-99 employees,Software Products,13.0,other,Canada,105000.0
2016,20-99 employees,Software Products,13.0,Back-end web developer,Canada,85000.0
2016,"10,000+ employees",Other (please specify),3.5,Front-end web developer,Canada,35000.0
2016,20-99 employees,Media / Advertising,8.0,Full-stack web developer,Canada,75000.0
2016,"5,000-9,999 employees",Other (please specify),13.0,Engineering manager,Canada,95000.0
2016,20-99 employees,Telecommunications,8.0,Full-stack web developer,Canada,65000.0
2016,20-99 employees,Retail,13.0,System administrator,Canada,25000.0
2016,100-499 employees,Consumer Products,3.5,Mobile developer - Android,Canada,85000.0
2016,20-99 employees,Consulting,8.0,Front-end web developer,Canada,95000.0
2016,,,3.5,Student,Canada,5000.0
2016,20-99 employees,Software Products,3.5,Full-stack web developer,Canada,55000.0
2016,100-499 employees,Telecommunications,8.0,Desktop developer,Canada,65000.0
2016,10-19 employees,Internet,3.5,Mobile developer - Android,Canada,55000.0
2016,20-99 employees,Internet,8.0,Back-end web developer,Canada,65000.0
2016,1-4 employees,Manufacturing,1.5,"Executive (VP of Eng., CTO, CIO, etc.)",Canada,35000.0
2016,"5,000-9,999 employees",Software Products,1.5,other,Canada,45000.0
2016,,,1.5,Student,Canada,5000.0
2016,20-99 employees,Automotive,0.5,Full-stack web developer,Canada,45000.0
2016,"5,000-9,999 employees",Healthcare,3.5,Business intelligence or data warehousing expert,Canada,55000.0
2016,1-4 employees,Gaming,3.5,Mobile developer - Android,Canada,5000.0
2016,10-19 employees,Automotive,8.0,Full-stack web developer,Canada,75000.0
2016,"5,000-9,999 employees",Software Products,3.5,Full-stack web developer,Canada,95000.0
2016,100-499 employees,Consulting,8.0,Enterprise level services developer,Canada,45000.0
2016,,,3.5,Mobile developer - Android,Canada,15000.0
2016,,,3.5,Mobile developer,Canada,25000.0
2016,20-99 employees,Media / Advertising,3.5,Full-stack web developer,Canada,55000.0
2016,"1,000-4,999 employees",Finance / Banking,13.0,Enterprise level services developer,Canada,210000.0
2016,"5,000-9,999 employees",Finance / Banking,13.0,Full-stack web developer,Canada,165000.0
2016,,,3.5,Student,Canada,5000.0
2016,,,1.5,Student,Canada,5000.0
2016,1-4 employees,Media / Advertising,13.0,Full-stack web developer,Canada,155000.0
2016,10-19 employees,Software Products,8.0,Full-stack web developer,Canada,35000.0
2016,100-499 employees,Retail,8.0,Full-stack web developer,Canada,55000.0
2016,"5,000-9,999 employees",Gaming,13.0,other,Canada,135000.0
2016,100-499 employees,Healthcare,13.0,Desktop developer,Canada,95000.0
2016,"1,000-4,999 employees",Government,8.0,,Canada,85000.0
2016,,,3.5,Data scientist,Canada,15000.0
2016,,,3.5,Student,Canada,45000.0
2016,"1,000-4,999 employees",Software Products,13.0,Engineering manager,Canada,105000.0
2016,100-499 employees,Web Services,3.5,Full-stack web developer,Canada,45000.0
2016,"10,000+ employees",Finance / Banking,3.5,Full-stack web developer,Canada,55000.0
2016,,,1.5,other,Canada,15000.0
2016,20-99 employees,Web Services,0.5,Back-end web developer,Canada,35000.0
2016,"10,000+ employees",Government,13.0,Enterprise level services developer,Canada,65000.0
2016,10-19 employees,Software Products,13.0,Desktop developer,Canada,45000.0
2016,100-499 employees,Media / Advertising,8.0,Full-stack web developer,Canada,55000.0
2016,10-19 employees,Other (please specify),3.5,Full-stack web developer,Canada,75000.0
2016,100-499 employees,Manufacturing,13.0,Embedded application developer,Canada,195000.0
2016,20-99 employees,Web Services,8.0,Front-end web developer,Canada,45000.0
2016,10-19 employees,Web Services,3.5,Student,Canada,5000.0
2016,"10,000+ employees",Internet,3.5,Enterprise level services developer,Canada,75000.0
2016,,,0.5,Student,Canada,5000.0
2016,"5,000-9,999 employees",Telecommunications,13.0,Enterprise level services developer,Canada,95000.0
2016,20-99 employees,Consulting,3.5,Front-end web developer,Canada,75000.0
2016,100-499 employees,Telecommunications,13.0,Embedded application developer,Canada,105000.0
2016,,,3.5,Student,Canada,25000.0
2016,20-99 employees,Media / Advertising,3.5,Full-stack web developer,Canada,45000.0
2016,I am not part of a company,Other (please specify),3.5,Back-end web developer,Canada,45000.0
2016,"5,000-9,999 employees",Web Services,3.5,Full-stack web developer,Canada,105000.0
2016,10-19 employees,Other (please specify),13.0,Full-stack web developer,Canada,75000.0
2016,"1,000-4,999 employees",Web Services,3.5,Full-stack web developer,Canada,35000.0
2016,"10,000+ employees",Telecommunications,8.0,Embedded application developer,Canada,95000.0
2016,"1,000-4,999 employees",Healthcare,13.0,other,Canada,85000.0
2016,20-99 employees,Software Products,3.5,Back-end web developer,Canada,75000.0
2016,,,1.5,Student,Canada,5000.0
2016,,,3.5,Mobile developer - iOS,Canada,55000.0
2016,"1,000-4,999 employees",Web Services,3.5,Full-stack web developer,Canada,55000.0
2016,20-99 employees,Telecommunications,3.5,Embedded application developer,Canada,55000.0
2016,,,0.5,Full-stack web developer,Canada,65000.0
2016,20-99 employees,Other (please specify),3.5,Desktop developer,Canada,65000.0
2016,100-499 employees,Gaming,3.5,Embedded application developer,Canada,75000.0
2016,20-99 employees,Software Products,3.5,Front-end web developer,Canada,95000.0
2016,20-99 employees,Other (please specify),13.0,Full-stack web developer,Canada,55000.0
2016,,,8.0,Quality Assurance,Canada,5000.0
2016,20-99 employees,Gaming,8.0,Graphics programmer,Canada,55000.0
2016,1-4 employees,Web Services,0.5,Back-end web developer,Canada,15000.0
2016,,,3.5,Student,Canada,5000.0
2016,10-19 employees,Manufacturing,13.0,Engineering manager,Canada,75000.0
2016,,,3.5,Student,Canada,5000.0
2016,,,3.5,Student,Canada,15000.0
2016,1-4 employees,Web Services,3.5,Full-stack web developer,Canada,45000.0
2016,,,1.5,Student,Canada,5000.0
2016,"10,000+ employees",Telecommunications,1.5,Desktop developer,Canada,75000.0
2016,1-4 employees,Web Services,3.5,Full-stack web developer,Canada,55000.0
2016,"10,000+ employees",Other (please specify),8.0,Back-end web developer,Canada,95000.0
2016,"1,000-4,999 employees",Education,13.0,Back-end web developer,Canada,45000.0
2016,"1,000-4,999 employees",Healthcare,13.0,Analyst,Canada,105000.0
2016,I am not part of a company,Web Services,8.0,Full-stack web developer,Canada,65000.0
2016,100-499 employees,Manufacturing,13.0,Enterprise level services developer,Canada,85000.0
2016,5-9 employees,Media / Advertising,3.5,Front-end web developer,Canada,55000.0
2016,5-9 employees,Consulting,8.0,Desktop developer,Canada,35000.0
2016,,,3.5,Student,Canada,15000.0
2016,,,3.5,Student,Canada,5000.0
2016,5-9 employees,Gaming,3.5,Mobile developer,Canada,25000.0
2016,20-99 employees,Education,3.5,Student,Canada,25000.0
2016,1-4 employees,Consulting,8.0,Full-stack web developer,Canada,35000.0
2016,20-99 employees,Healthcare,3.5,Embedded application developer,Canada,95000.0
2016,"5,000-9,999 employees",Manufacturing,3.5,Full-stack web developer,Canada,65000.0
2016,20-99 employees,Media / Advertising,3.5,Back-end web developer,Canada,45000.0
2016,5-9 employees,Consulting,13.0,Engineering manager,Canada,35000.0
2016,"1,000-4,999 employees",Education,13.0,Full-stack web developer,Canada,75000.0
2016,,,3.5,Mobile developer,Canada,25000.0
2016,"1,000-4,999 employees",Internet,13.0,Full-stack web developer,Canada,85000.0
2016,"5,000-9,999 employees",Healthcare,13.0,Full-stack web developer,Canada,65000.0
2016,5-9 employees,Software Products,8.0,Full-stack web developer,Canada,55000.0
2016,20-99 employees,Other (please specify),3.5,Full-stack web developer,Canada,65000.0
2016,100-499 employees,Other (please specify),8.0,Full-stack web developer,Canada,45000.0
2016,100-499 employees,Internet,13.0,Mobile developer,Canada,210000.0
2016,"10,000+ employees",Software Products,8.0,"Executive (VP of Eng., CTO, CIO, etc.)",Canada,210000.0
2016,I am not part of a company,Consulting,13.0,other,Canada,25000.0
2016,20-99 employees,Consumer Products,3.5,other,Canada,65000.0
2016,20-99 employees,Consulting,8.0,Full-stack web developer,Canada,75000.0
2016,100-499 employees,Other (please specify),3.5,Desktop developer,Canada,55000.0
2016,,,13.0,Mobile developer - Android,Canada,65000.0
2016,20-99 employees,Other (please specify),13.0,Back-end web developer,Canada,65000.0
2016,20-99 employees,Gaming,1.5,Desktop developer,Canada,45000.0
2016,"1,000-4,999 employees",Retail,8.0,Back-end web developer,Canada,15000.0
2016,500-999 employees,Healthcare,3.5,Desktop developer,Canada,45000.0
2016,20-99 employees,Software Products,3.5,Full-stack web developer,Canada,45000.0
2016,20-99 employees,Software Products,13.0,Front-end web developer,Canada,75000.0
2016,100-499 employees,Retail,8.0,Front-end web developer,Canada,55000.0
2016,"1,000-4,999 employees",Telecommunications,3.5,Desktop developer,Canada,55000.0
2016,,,1.5,Front-end web developer,Canada,35000.0
2016,"1,000-4,999 employees",Other (please specify),8.0,Full-stack web developer,Canada,85000.0
2016,"1,000-4,999 employees",Software Products,13.0,Enterprise level services developer,Canada,125000.0
2016,20-99 employees,Consulting,13.0,Full-stack web developer,Canada,125000.0
2016,"10,000+ employees",Software Products,3.5,Desktop developer,Canada,55000.0
2016,,,0.5,Student,Canada,25000.0
2016,,,8.0,Student,Canada,5000.0
2016,"10,000+ employees",Gaming,8.0,Embedded application developer,Canada,135000.0
2016,"10,000+ employees",Web Services,13.0,DevOps,Canada,155000.0
2016,100-499 employees,Web Services,3.5,Back-end web developer,Canada,35000.0
2016,100-499 employees,Telecommunications,3.5,Business intelligence or data warehousing expert,Canada,45000.0
2016,"10,000+ employees",Telecommunications,13.0,Designer,Canada,125000.0
2016,"10,000+ employees",Manufacturing,8.0,Front-end web developer,Canada,85000.0
2016,,,8.0,Desktop developer,Canada,55000.0
2016,10-19 employees,Web Services,3.5,Full-stack web developer,Canada,45000.0
2016,"10,000+ employees",Telecommunications,8.0,Embedded application developer,Canada,115000.0
2016,20-99 employees,Other (please specify),13.0,Product manager,Canada,65000.0
2016,20-99 employees,Media / Advertising,3.5,Full-stack web developer,Canada,75000.0
2016,"10,000+ employees",Telecommunications,3.5,Enterprise level services developer,Canada,105000.0
2016,10-19 employees,Web Services,8.0,Full-stack web developer,Canada,85000.0
2016,,Internet,3.5,Full-stack web developer,Canada,45000.0
2016,100-499 employees,Healthcare,1.5,Full-stack web developer,Canada,45000.0
2016,1-4 employees,Software Products,8.0,Full-stack web developer,Canada,85000.0
2016,20-99 employees,Other (please specify),13.0,Desktop developer,Canada,115000.0
2016,,,13.0,other,Canada,65000.0
2016,"5,000-9,999 employees",Media / Advertising,1.5,Full-stack web developer,Canada,45000.0
2016,10-19 employees,Web Services,3.5,Front-end web developer,Canada,75000.0
2016,20-99 employees,Software Products,3.5,Back-end web developer,Canada,55000.0
2016,10-19 employees,Finance / Banking,13.0,other,Canada,85000.0
2016,"10,000+ employees",Finance / Banking,13.0,Back-end web developer,Canada,65000.0
2016,"5,000-9,999 employees",Gaming,13.0,Desktop developer,Canada,55000.0
2016,20-99 employees,Software Products,8.0,Full-stack web developer,Canada,45000.0
2016,20-99 employees,Manufacturing,8.0,other,Canada,35000.0
2016,,,3.5,Embedded application developer,Canada,55000.0
2016,10-19 employees,Other (please specify),8.0,other,Canada,115000.0
2016,"1,000-4,999 employees",Government,8.0,DevOps,Canada,55000.0
2016,20-99 employees,Finance / Banking,8.0,"Executive (VP of Eng., CTO, CIO, etc.)",Canada,210000.0
2016,,,3.5,Desktop developer,Canada,55000.0
2016,500-999 employees,Education,13.0,Full-stack web developer,Canada,55000.0
2016,"10,000+ employees",Software Products,13.0,Business intelligence or data warehousing expert,Canada,75000.0
2016,,,3.5,Student,Canada,5000.0
2016,"1,000-4,999 employees",Government,8.0,Analyst,Canada,95000.0
2016,,,1.5,Student,Canada,5000.0
2016,5-9 employees,Consulting,13.0,Desktop developer,Canada,75000.0
2016,,,1.5,Graphics programmer,Canada,55000.0
2016,20-99 employees,Telecommunications,13.0,Mobile developer,Canada,105000.0
2016,1-4 employees,Internet,13.0,Full-stack web developer,Canada,5000.0
2016,1-4 employees,Healthcare,8.0,Desktop developer,Canada,45000.0
2016,5-9 employees,Education,13.0,"Executive (VP of Eng., CTO, CIO, etc.)",Canada,85000.0
2016,20-99 employees,Government,13.0,System administrator,Canada,55000.0
2016,100-499 employees,Gaming,13.0,other,Canada,165000.0
2016,1-4 employees,Gaming,13.0,Mobile developer,Canada,95000.0
2016,100-499 employees,Software Products,8.0,Desktop developer,Canada,55000.0
2016,20-99 employees,Software Products,3.5,Back-end web developer,Canada,45000.0
2016,,,13.0,Data scientist,Canada,5000.0
2016,5-9 employees,Healthcare,8.0,Full-stack web developer,Canada,85000.0
2016,"1,000-4,999 employees",Manufacturing,13.0,other,Canada,65000.0
2016,"5,000-9,999 employees",Consumer Products,8.0,DevOps,Canada,65000.0
2016,I am not sure,Healthcare,3.5,Enterprise level services developer,Canada,65000.0
2016,"5,000-9,999 employees",Finance / Banking,3.5,Full-stack web developer,Canada,45000.0
2016,100-499 employees,Other (please specify),3.5,Full-stack web developer,Canada,45000.0
2016,,,13.0,Engineering manager,Canada,85000.0
2016,500-999 employees,Internet,13.0,DevOps,Canada,55000.0
2016,,,3.5,Student,Canada,15000.0
2016,20-99 employees,Other (please specify),1.5,Data scientist,Canada,15000.0
2016,100-499 employees,Healthcare,13.0,Full-stack web developer,Canada,75000.0
2016,100-499 employees,Telecommunications,8.0,Embedded application developer,Canada,65000.0
2016,"5,000-9,999 employees",Software Products,8.0,Data scientist,Canada,65000.0
2016,5-9 employees,Consulting,8.0,Full-stack web developer,Canada,45000.0
2016,100-499 employees,Finance / Banking,13.0,Full-stack web developer,Canada,105000.0
2016,500-999 employees,Software Products,13.0,Business intelligence or data warehousing expert,Canada,105000.0
2016,100-499 employees,Media / Advertising,8.0,Mobile developer - iOS,Canada,95000.0
2016,,,3.5,Student,Canada,5000.0
2016,500-999 employees,Government,13.0,DevOps,Canada,85000.0
2016,"10,000+ employees",Finance / Banking,3.5,other,Canada,75000.0
2016,,,8.0,Student,Canada,5000.0
2016,1-4 employees,Internet,3.5,Full-stack web developer,Canada,75000.0
2016,10-19 employees,Software Products,13.0,Back-end web developer,Canada,85000.0
2016,5-9 employees,Software Products,13.0,Back-end web developer,Canada,55000.0
2016,100-499 employees,Internet,13.0,Developer with a statistics or mathematics background,Canada,105000.0
2016,"1,000-4,999 employees",Software Products,13.0,Full-stack web developer,Canada,85000.0
2016,1-4 employees,Healthcare,1.5,Mobile developer - Android,Canada,45000.0
2016,,,13.0,other,Canada,95000.0
2016,1-4 employees,Consumer Products,13.0,Mobile developer,Canada,195000.0
2016,500-999 employees,Software Products,13.0,"Executive (VP of Eng., CTO, CIO, etc.)",Canada,135000.0
2016,500-999 employees,Education,1.5,Full-stack web developer,Canada,35000.0
2016,20-99 employees,Telecommunications,8.0,Front-end web developer,Canada,135000.0
2016,"10,000+ employees",Finance / Banking,3.5,Front-end web developer,Canada,75000.0
2016,20-99 employees,Manufacturing,13.0,Embedded application developer,Canada,65000.0
2016,100-499 employees,Software Products,8.0,Front-end web developer,Canada,75000.0
2016,5-9 employees,Retail,13.0,Mobile developer - iOS,Canada,145000.0
2016,5-9 employees,Consulting,8.0,Full-stack web developer,Canada,35000.0
2016,"10,000+ employees",Healthcare,13.0,Desktop developer,Canada,45000.0
2016,"1,000-4,999 employees",Media / Advertising,13.0,Front-end web developer,Canada,55000.0
2016,"10,000+ employees",Internet,8.0,Full-stack web developer,Canada,55000.0
2016,100-499 employees,Manufacturing,3.5,Analyst,Canada,55000.0
2016,"1,000-4,999 employees",Other (please specify),13.0,Growth hacker,Canada,135000.0
2016,20-99 employees,Healthcare,13.0,Full-stack web developer,Canada,85000.0
2016,100-499 employees,Software Products,3.5,Desktop developer,Canada,45000.0
2016,20-99 employees,Other (please specify),13.0,Full-stack web developer,Canada,105000.0
2016,"1,000-4,999 employees",Healthcare,13.0,Full-stack web developer,Canada,75000.0
2016,100-499 employees,Software Products,1.5,Front-end web developer,Canada,55000.0
2016,100-499 employees,Internet,8.0,Engineering manager,Canada,55000.0
2016,,,8.0,Engineering manager,Canada,65000.0
2016,20-99 employees,Software Products,8.0,Desktop developer,Canada,95000.0
2016,20-99 employees,Healthcare,13.0,Full-stack web developer,Canada,65000.0
2016,"1,000-4,999 employees",Telecommunications,13.0,Embedded application developer,Canada,125000.0
2016,10-19 employees,Consumer Products,8.0,Mobile developer - iOS,Canada,85000.0
2016,10-19 employees,Consulting,13.0,Full-stack web developer,Canada,65000.0
2016,500-999 employees,Finance / Banking,13.0,Back-end web developer,Canada,65000.0
2016,20-99 employees,Consulting,13.0,Full-stack web developer,Canada,75000.0
2016,"10,000+ employees",Consulting,13.0,Full-stack web developer,Canada,75000.0
2016,10-19 employees,Internet,13.0,Full-stack web developer,Canada,105000.0
2016,1-4 employees,Education,8.0,"Executive (VP of Eng., CTO, CIO, etc.)",Canada,65000.0
2016,,,13.0,Student,Canada,35000.0
2016,5-9 employees,Media / Advertising,8.0,Front-end web developer,Canada,35000.0
2016,100-499 employees,Software Products,13.0,Full-stack web developer,Canada,85000.0
2016,10-19 employees,Web Services,13.0,Back-end web developer,Canada,45000.0
2016,"5,000-9,999 employees",Other (please specify),8.0,Mobile developer,Canada,135000.0
2016,100-499 employees,Other (please specify),8.0,Full-stack web developer,Canada,95000.0
2016,100-499 employees,Software Products,8.0,Back-end web developer,Canada,65000.0
2016,10-19 employees,Software Products,13.0,other,Canada,95000.0
2016,1-4 employees,Consulting,8.0,Full-stack web developer,Canada,95000.0
2016,20-99 employees,Media / Advertising,13.0,Back-end web developer,Canada,85000.0
2016,20-99 employees,Software Products,13.0,Back-end web developer,Canada,85000.0
2016,20-99 employees,Software Products,13.0,Full-stack web developer,Canada,75000.0
2016,100-499 employees,Software Products,3.5,Data scientist,Canada,55000.0
2016,20-99 employees,Web Services,13.0,Full-stack web developer,Canada,135000.0
2016,1-4 employees,Other (please specify),8.0,Full-stack web developer,Canada,5000.0
2016,500-999 employees,Education,13.0,Front-end web developer,Canada,75000.0
2016,"10,000+ employees",Manufacturing,3.5,other,Canada,45000.0
2016,1-4 employees,Software Products,8.0,Full-stack web developer,Canada,15000.0
2016,10-19 employees,Consulting,13.0,Back-end web developer,Canada,55000.0
2016,100-499 employees,Software Products,13.0,Mobile developer - Android,Canada,65000.0
2016,5-9 employees,Internet,1.5,Full-stack web developer,Canada,35000.0
2016,100-499 employees,Other (please specify),8.0,Mobile developer,Canada,55000.0
2016,20-99 employees,Manufacturing,13.0,Embedded application developer,Canada,75000.0
2016,100-499 employees,Software Products,13.0,Full-stack web developer,Canada,65000.0
2016,,,1.5,Student,Canada,5000.0
2016,I am not part of a company,Web Services,8.0,Back-end web developer,Canada,65000.0
2016,100-499 employees,Media / Advertising,1.5,Data scientist,Canada,35000.0
2016,20-99 employees,Media / Advertising,13.0,Full-stack web developer,Canada,75000.0
2016,100-499 employees,Software Products,13.0,System administrator,Canada,75000.0
2016,10-19 employees,Consulting,3.5,Back-end web developer,Canada,35000.0
